"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Transect ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Slope,Width,Length,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons","Large Items?","Debris Behind Back Barrier?","Datasheet Version","# of Large Items",Notes,Photos,"Item Type",Subtype,Status,"Width (m)","Length (m)",Description,Photo?
Accumulation,OCNMS,02-20-2015,"Year 3","United States",WA,"Grays Harbor",3367,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,80,100,"10:00 AM","12:00 PM",,Winter,winter,10-29-2014,none,light,2,yes,no,1.0,1,,Yes,Plastic,"Foam Plastic",removed,.3,.6,,No
Accumulation,OCNMS,02-20-2015,"Year 3","United States",WA,"Grays Harbor",3367,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,80,100,"10:00 AM","12:00 PM",,Winter,winter,10-29-2014,none,light,2,yes,no,1.0,1,,Yes,Plastic,"Film Plastic",removed,.2,.47,"film plastic",No
Accumulation,OCNMS,02-20-2015,"Year 3","United States",WA,"Grays Harbor",3367,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,80,100,"10:00 AM","12:00 PM",,Winter,winter,10-29-2014,none,light,2,yes,no,1.0,1,,Yes,Cloth/Fabric,"Clothing & shoes",removed,.4,.8,t-shirt,Yes
Accumulation,OCNMS,02-20-2015,"Year 3","United States",WA,"Grays Harbor",3367,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,80,100,"10:00 AM","12:00 PM",,Winter,winter,10-29-2014,none,light,2,yes,no,1.0,1,,Yes,Cloth/Fabric,"Rope/net pieces",removed,.01,1.1,"cloth rope",No
Accumulation,OCNMS,02-20-2015,"Year 3","United States",WA,"Grays Harbor",3367,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,80,100,"10:00 AM","12:00 PM",,Winter,winter,10-29-2014,none,light,2,yes,no,1.0,12,,Yes,Plastic,"Plastic rope/net",removed,.01,.6,"12 ropes larger than 12 inches",Yes
Accumulation,OCNMS,03-03-2015,"Year 3","United States",WA,Clallam,3366,35,,"Tongue Point",48.1639,-123.7047,48.1647,-123.7045,,50,100,"09:00 AM","09:30 AM",,Spring,winter,02-03-2015,none,"no wind",1,yes,no,1.0,1,,Yes,"Processed Lumber","Lumber/building material","not removed",.20,1,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",05-12-2015,"Year 3","United States",CA,"San Mateo",3646,17,12,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,32,100,"12:30 PM","01:30 PM","12:00 PM",Spring,Spring,04-10-2015,none,"sunny, clear, clouds<25%, BWS 7",3,yes,no,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,0.41,0.3,"end of utility pole/piling",No
Accumulation,OCNMS,03-25-2015,"Year 2","United States",WA,Clallam,3650,117,,"Thompson Spit",48.09686,-122.94106,48.09724,-122.94224,,4,100,"10:00 AM","12:00 PM",,Spring,Spring,02-11-2015,mod,"cloudy - 5",2,yes,,1.0,1,,No,Cloth/Fabric,"Fabric Pieces",Removed,0.02,1,"dk blue cloth strap ",Yes
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Rubber,Other,"not removed, buried in sand",1.5,3.5,"ship bumper that has been in this location since before these surveys started.  it is buried in the sand, sometimes completely.  Today an area 1 x 0.5 meters is visible.",No
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Plastic,"Plastic rope/net",removed,.03,.67,"blue rope",No
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Plastic,"Hard Plastic",removed,.014,.66,"open plastic strapping band",Yes
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Plastic,"Hard Plastic",removed,.005,.94,"long thin plastic piece, fragment",Yes
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Plastic,"Film Plastic",removed,.15,.61,"plastic film fragment",Yes
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Plastic,"Film Plastic",removed,.265,.555,"plastic film",Yes
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Plastic,Bags,removed,.285,.372,"plastic bag",Yes
Accumulation,OCNMS,05-28-2015,"Year 2","United States",WA,Clallam,3651,148,,"Hobuck 3",48.33911,-124.6665,48.33844,-124.6656,,90,100,"12:00 PM","12:47 PM","3:38 PM",Spring,spring,04-25-2015,none,"fog, sun, light onshore winds",5,yes,no,1.0,1,,Yes,Plastic,"Hard Plastic",removed,.09,.5,"black plastic strap",Yes
Accumulation,OCNMS,04-08-2015,"Year 2","United States",WA,Clallam,3652,117,,"Thompson Spit",48.09686,-122.94106,48.09724,-122.94224,,4,100,"10:30 AM","12:30 PM",,Spring,Spring,03-25-2015,none,"light wind (0-5km)",2,yes,,1.0,1,,No,Plastic,"Plastic rope/net",Removed,0.01,1,"yellow plastic rope",Yes
Accumulation,OCNMS,03-23-2015,"Year 2","United States",WA,Jefferson,3657,127,,"Ruby Beach South",47.70599,-124.41528,47.70467,-124.41508,,190,100,"09:30 AM","10:00 AM",,Spring,Spring,02-15-2015,"last night and all last week","100% cloud cover, light offshore winds, rain",2,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",Removed,0.01,1.5,,Yes
Accumulation,OCNMS,03-23-2015,"Year 2","United States",WA,Jefferson,3657,127,,"Ruby Beach South",47.70599,-124.41528,47.70467,-124.41508,,190,100,"09:30 AM","10:00 AM",,Spring,Spring,02-15-2015,"last night and all last week","100% cloud cover, light offshore winds, rain",2,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",Removed,0.005,4.6,,Yes
Accumulation,OCNMS,04-10-2015,"Year 3","United States",WA,"Grays Harbor",3658,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,100,100,"09:50 AM","11:05 AM",,Spring,Spring,02-20-2015,"heavy rain showers previous 2 days","30% cloud cover, light wind",1,yes,,1.0,1,"no data for March, 2015",No,Cloth/Fabric,"Clothing & shoes",removed,1.1,0.45,sweatpants,Yes
Accumulation,OCNMS,04-10-2015,"Year 3","United States",WA,"Grays Harbor",3658,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,100,100,"09:50 AM","11:05 AM",,Spring,Spring,02-20-2015,"heavy rain showers previous 2 days","30% cloud cover, light wind",1,yes,,1.0,1,"no data for March, 2015",No,Plastic,Bags,removed,0.3,0.6,"plastic bag",Yes
Accumulation,OCNMS,04-10-2015,"Year 3","United States",WA,"Grays Harbor",3658,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,100,100,"09:50 AM","11:05 AM",,Spring,Spring,02-20-2015,"heavy rain showers previous 2 days","30% cloud cover, light wind",1,yes,,1.0,1,"no data for March, 2015",No,Cloth/Fabric,"Rope/net pieces",removed,0.01,1,rope,Yes
Accumulation,OCNMS,05-07-2015,"Year 3","United States",WA,"Grays Harbor",3659,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,100,100,"10:00 AM","11:20 AM",,Spring,Spring,04-10-2015,"very calm","no wind",2,yes,,1.0,1,"WCC Beach clean up 4/25/15",Yes,Plastic,"Hard Plastic",removed,0.3,0,"plastic tube w/ asian writing",Yes
Accumulation,OCNMS,05-07-2015,"Year 3","United States",WA,"Grays Harbor",3659,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,100,100,"10:00 AM","11:20 AM",,Spring,Spring,04-10-2015,"very calm","no wind",2,yes,,1.0,1,"WCC Beach clean up 4/25/15",Yes,"Processed Lumber","Lumber/building material",removed,0.3,1.3,plywood,Yes
Accumulation,OCNMS,05-07-2015,"Year 3","United States",WA,"Grays Harbor",3659,107,,"Roosevelt Beach",47.1770,-124.1972,47.1779,-124.1976,,100,100,"10:00 AM","11:20 AM",,Spring,Spring,04-10-2015,"very calm","no wind",2,yes,,1.0,1,"WCC Beach clean up 4/25/15",Yes,Plastic,"Film Plastic",removed,2,0,poncho,No
Accumulation,OCNMS,05-08-2015,"Year 1","United States",WA,Clallam,3660,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,60,100,"12:15 PM","01:10 PM","12:50 PM",Spring,Spring,04-17-2015,calm,"clear, light wind",1,yes,,1.0,1,,Yes,"Processed Lumber","Lumber/building material",removed,0.2,0.33,"2"" x 8"" x 13"" lumber",No
Accumulation,OCNMS,05-08-2015,"Year 1","United States",WA,Clallam,3660,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,60,100,"12:15 PM","01:10 PM","12:50 PM",Spring,Spring,04-17-2015,calm,"clear, light wind",1,yes,,1.0,1,,Yes,"Processed Lumber","Lumber/building material",removed,0.1,0.4,"1"" x 4"" x 15"" lumber   ",Yes
Accumulation,OCNMS,05-08-2015,"Year 1","United States",WA,Clallam,3660,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,60,100,"12:15 PM","01:10 PM","12:50 PM",Spring,Spring,04-17-2015,calm,"clear, light wind",1,yes,,1.0,1,,Yes,Metal,Other,removed,0.5,0,"20"" steel dog leash anchor",Yes
Accumulation,OCNMS,05-08-2015,"Year 1","United States",WA,Clallam,3660,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,60,100,"12:15 PM","01:10 PM","12:50 PM",Spring,Spring,04-17-2015,calm,"clear, light wind",1,yes,,1.0,1,,Yes,Metal,Other,removed,0.4,0.02,"17"" steel pipe",No
Accumulation,OCNMS,03-04-2015,"Year 2","United States",WA,"Pacific County",3661,75,,Klipsan,46.4370,-124.0599,46.4379,-124.0595,,100,100,"03:00 PM","04:00 PM",,Spring,Spring,02-02-2015,"mostly clear","10% cloud cover, onshore moderate wind from NW",1,yes,,1.0,1,"several old wracklines with potential tsunami debris--all broken with bryozoans, hydroids, and some with dried out pelagic gooseneck barnacles still attached",No,Plastic,Bags,removed,0.42,0.21,"plastic end of tote -- has ORIENTAL lettering on it",Yes
Accumulation,OCNMS,03-04-2015,"Year 2","United States",WA,"Pacific County",3661,75,,Klipsan,46.4370,-124.0599,46.4379,-124.0595,,100,100,"03:00 PM","04:00 PM",,Spring,Spring,02-02-2015,"mostly clear","10% cloud cover, onshore moderate wind from NW",1,yes,,1.0,1,"several old wracklines with potential tsunami debris--all broken with bryozoans, hydroids, and some with dried out pelagic gooseneck barnacles still attached",No,Plastic,"Hard Plastic",removed,0.33,0.18,"1/2 plastic lid",Yes
Accumulation,OCNMS,03-31-2015,"Year 3","United States",WA,"Pacific County",3662,75,,Klipsan,46.4370,-124.0599,46.4379,-124.0595,,100,100,"02:45 PM","03:30 PM",,Spring,Spring,03-04-2015,"scattered showers","90% cloud cover, moderate onshore winds ~10mph WSW",1,yes,,1.0,1,"plenty of velella along the wrackline today--some long-range trash and debris mixed in with it",No,Plastic,"Hard Plastic",removed,0.78,0.48,"lid - 78cm x 48cm x 1.2 cm thick, weighs 4.38 kg  note: the lid has some wet sand inside, also it has Oriental lettering on it -- potential tsunami debris",Yes
Accumulation,OCNMS,03-01-2015,"Year 3","United States",WA,Clallam,3663,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,120,100,"02:45 PM","03:15 PM","4:15 PM",Spring,spring,01-25-2015,none,"99%clouds, variable low winds",3,yes,,1.0,1,,Yes,"Processed Lumber","Lumber/building material","not removed",.06,1.6,"processed lumber, gray paint",No
Accumulation,OCNMS,03-01-2015,"Year 3","United States",WA,Clallam,3663,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,120,100,"02:45 PM","03:15 PM","4:15 PM",Spring,spring,01-25-2015,none,"99%clouds, variable low winds",3,yes,,1.0,1,,Yes,"Processed Lumber","Lumber/building material","not removed",.4,.5,plywood,No
Accumulation,OCNMS,03-01-2015,"Year 3","United States",WA,Clallam,3663,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,120,100,"02:45 PM","03:15 PM","4:15 PM",Spring,spring,01-25-2015,none,"99%clouds, variable low winds",3,yes,,1.0,1,,Yes,Plastic,"Plastic rope/net",removed,.02,.8,rope,Yes
Accumulation,OCNMS,05-12-2015,"Year 3","United States",WA,Clallam,3665,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,75,100,"12:00 PM","01:00 PM","02:05 PM",Spring,spring,04-29-2015,"not noted","no wind, fog, clouds",1,yes,no,1.0,1,,Yes,"Processed Lumber","Lumber/building material","not removed",.6,1.2,plywood,Yes
Accumulation,OCNMS,05-12-2015,"Year 3","United States",WA,Clallam,3665,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,75,100,"12:00 PM","01:00 PM","02:05 PM",Spring,spring,04-29-2015,"not noted","no wind, fog, clouds",1,yes,no,1.0,1,,Yes,Plastic,Other,removed,.15,.38,"plastic tool box",Yes
Accumulation,OCNMS,05-12-2015,"Year 3","United States",WA,Clallam,3665,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,75,100,"12:00 PM","01:00 PM","02:05 PM",Spring,spring,04-29-2015,"not noted","no wind, fog, clouds",1,yes,no,1.0,1,,Yes,Plastic,"Plastic rope/net",removed,.0075,.65,rope,Yes
Accumulation,OCNMS,05-12-2015,"Year 3","United States",WA,Clallam,3665,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,75,100,"12:00 PM","01:00 PM","02:05 PM",Spring,spring,04-29-2015,"not noted","no wind, fog, clouds",1,yes,no,1.0,2,,Yes,Plastic,"Beverage Bottles",removed,.09,.32,"two water bottles",Yes
Accumulation,OCNMS,05-12-2015,"Year 3","United States",WA,Clallam,3665,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,75,100,"12:00 PM","01:00 PM","02:05 PM",Spring,spring,04-29-2015,"not noted","no wind, fog, clouds",1,yes,no,1.0,1,,Yes,Plastic,"Plastic rope/net",removed,.03,1.2,rope,Yes
Accumulation,OCNMS,05-12-2015,"Year 3","United States",WA,Clallam,3665,100,,"Norwegian Memorial",48.0219,-124.6817,48.0225,-124.6809,,75,100,"12:00 PM","01:00 PM","02:05 PM",Spring,spring,04-29-2015,"not noted","no wind, fog, clouds",1,yes,no,1.0,1,,Yes,Plastic,"Plastic rope/net","not removed, buried in sand",.04,.8,"thick yellow rope buried in the sand.  length unknown, .8m visible",Yes
Accumulation,OCNMS,03-08-2015,"Year 3","United States",WA,Jefferson,3669,115,,"Mosquito Creek",47.818861,-124.49038,47.818027,-124.48977,,60,100,"09:40 AM","10:15 AM","08:30 AM",Spring,Spring,02-15-2015,"nothing recent","light southerly winds",2,yes,,1.0,1,,Yes,Plastic,"Plastic rope/net",removed,0.05,5,"5.87 kg",No
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,Rubber,Other,buried,0.5,1.0,"partly buried rubber mat; same observed 3/22/15; left on site",Yes
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,Plastic,"Hard Plastic",buried,0.5,0.25,"Partly buried; removed",Yes
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,"Processed Lumber",Other,stranded,0.3,0.2,"wooden bench; left on site",Yes
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,"Processed Lumber","Lumber/building material",stranded,1.0,0.2,"left on site",Yes
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,Plastic,"Hard Plastic",buried,1,0.2,"construction cone; removed",Yes
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,"Processed Lumber","Lumber/building material",stranded,1.2,0.3,"left on site",Yes
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,"Processed Lumber","Lumber/building material",stranded,0.9,0.3,"left on site",Yes
Accumulation,"Boy Scouts of America",05-24-2015,"Year 1","United States",AK,"Kodiak Island Borough",3674,189,,"Buskin Beach",57.7539,-152.4834,57.7557,-152.4829,2,275,200,"12:30 PM","01:30 PM","01:30 PM",Spring,spring,03-22-2015,none,"SE 10 mph, 100% cloud cover, 50 degrees F",5,yes,yes,1.0,1,"No evidence of clean-up activity since last survey. Debris concentrated in 20 m strip at top of survey area; no debris observed below this zone. A total of 27 kg of debris was removed from the survey area. Noted misc. lightweight small & large debris in grass area adjacent to, and outside, upslope border of survey area. Low tide of 0.7'. Total area surveyed 5.2 ha.",Yes,"Processed Lumber","Lumber/building material",stranded,0.6,0.1,"left on site",Yes
Accumulation,OCNMS,03-11-2015,"Year 1","United States",WA,Clallam,3677,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,20,100,"10:30 AM","12:02 PM","02:00 PM",Spring,spring,02-11-2015,clear,"light winds",1,yes,,1.0,1,,Yes,Plastic,"Plastic rope/net",removed,.01,.5," 20 inch yellow rope",Yes
Accumulation,OCNMS,03-11-2015,"Year 1","United States",WA,Clallam,3677,178,,"Dry Creek West",48.13491,-123.5227,48.13549,-123.5237,,20,100,"10:30 AM","12:02 PM","02:00 PM",Spring,spring,02-11-2015,clear,"light winds",1,yes,,1.0,4,,Yes,"Processed Lumber","Lumber/building material","not removed",.1,.5,"average of widths and lengths of wood items larger than 30cm and approx 10cm wide.",No
